arrondissement,genre,espece,hauteur,geo_point_2d
20,Tilia,tomentosa,10,"48.866969920439296, 2.4003660496013586"
15,Acer,campestre,6,"48.83738661687167, 2.313468279906354"
12,Liriodendron,tulipifera,10,"48.837133743236336, 2.3794613194930414"
14,Styphnolobium,japonicum,15,"48.820773428004465, 2.325910856157768"
12,Pinus,nigra,7,"48.83672022844424, 2.3944782496212778"
6,Aesculus,hippocastanum,12,"48.84296419695495, 2.3374166122671536"
15,Styphnolobium,japonicum,12,"48.843387366651, 2.2995870576211788"
7,Platanus,x hispanica,7,"48.856969360173025, 2.3093623412030593"
15,Platanus,x hispanica,10,"48.84694572774297, 2.285596971014375"
17,Platanus,x hispanica,6,"48.88488363665702, 2.285410205192882"
2,Pterocarya,fraxinifolia,8,"48.87141206680781, 2.3372680048101784"
7,Tilia,tomentosa,10,"48.85975537514432, 2.3115828256068047"
17,Celtis,australis,15,"48.89610789734502, 2.3130549796449835"
14,Pinus,sp.,0,"48.82606249395936, 2.303713424070022"
12,Platanus,x hispanica,10,"48.832003116766145, 2.387713859465204"
8,Tilia,mongolica,5,"48.8792459230931, 2.313807739221184"
13,Ulmus,minor,20,"48.82360393172608, 2.361842392641351"
18,Magnolia,grandiflora,8,"48.885862617453796, 2.3555644096311075"
5,Platanus,x hispanica,5,"48.8482705136968, 2.359015667256213"
14,Quercus,phellos,8,"48.82117350332364, 2.3376133778074464"
20,Styphnolobium,japonicum,5,"48.86247275462596, 2.3999512815074238"
8,Aesculus,hippocastanum,13,"48.86492584064071, 2.313176656739279"
14,Aesculus,hippocastanum,15,"48.83462350109489, 2.340455997001795"
4,Zelkova,serrata,5,"48.854482525654895, 2.3686725497644683"
19,Acer,campestre,0,"48.88195161948084, 2.3863887504123973"
13,Liriodendron,tulipifera,12,"48.8317529987791, 2.358714456047773"
16,Chamaecyparis,nootkatensis,6,"48.872141547155906, 2.2832268069747657"
16,Aesculus,hippocastanum,24,"48.87185545304405, 2.2746701244827277"
19,Styphnolobium,japonicum,5,"48.88899847995459, 2.3743155746108897"
20,Acer,pseudoplatanus,15,"48.85264782844415, 2.408767766789845"
14,Cercidiphyllum,japonicum,8,"48.82155641708442, 2.33520436040276"
16,Pinus,nigra subsp. nigra,0,"48.847708944795436, 2.2513609392275833"
17,Zelkova,serrata,5,"48.882097023337074, 2.300952988708749"
2,Styphnolobium,japonicum,10,"48.87033859620688, 2.349181489319745"
20,Tilia,tomentosa,6,"48.8742143422304, 2.405473309171217"
18,Platanus,x hispanica,15,"48.89495129908796, 2.3596185506326957"
16,Styphnolobium,japonicum,11,"48.83843576366268, 2.2587456622884425"
16,Acer,platanoides,5,"48.85000333196143, 2.2518772211566866"
18,Aesculus,x carnea,9,"48.89925744009733, 2.3392601747410984"
15,Gleditsia,triacanthos,7,"48.84640049182896, 2.281956642918963"
12,Aesculus,hippocastanum,10,"48.84733843660671, 2.404857816175029"
13,Prunus,cerasifera,6,"48.82454331648111, 2.3657618201132333"
5,Populus,alba,6,"48.849816912502355, 2.3563971644146298"
8,Koelreuteria,paniculata,5,"48.87399566753632, 2.2962827416452023"
20,Prunus,sp.,6,"48.848467621112746, 2.4155840686719845"
19,Populus,x canadensis,20,"48.88754977653001, 2.376456301903467"
11,Malus,domestica,2,"48.85396961218486, 2.3928459180479362"
13,Platanus,x hispanica,10,"48.83342165915091, 2.3621022160971954"
19,Cornus,mas,8,"48.87936831438124, 2.382018446671564"
20,Koelreuteria,paniculata,5,"48.85330584454183, 2.403433811434397"
20,Acer,x freemanii,5,"48.873005050181696, 2.396552758814297"
14,Fraxinus,ornus,4,"48.82615355534463, 2.322792972527162"
12,Aesculus,sp.,16,"48.84149461684991, 2.4509067664825506"
14,Fraxinus,excelsior,7,"48.826002110725774, 2.322450153208758"
20,Tilia,x europaea,6,"48.84916705715767, 2.4141275203979218"
7,Platanus,x hispanica,6,"48.857682516696826, 2.296083473696359"
8,Celtis,australis,3,"48.87714840885366, 2.3199056430370435"
12,Corylus,colurna,10,"48.84375469354906, 2.390101640914136"
7,Platanus,x hispanica,11,"48.86084952368095, 2.3101541805982766"
13,Tilia,tomentosa,15,"48.82617347032578, 2.3506423099675233"
8,Platanus,x hispanica,15,"48.87617525182975, 2.3184730271384133"
8,Platanus,x hispanica,14,"48.87589425802501, 2.3197045439545905"
20,Styphnolobium,japonicum,5,"48.8548104987012, 2.405558760376367"
12,Cedrus,sp.,9,"48.82957805950966, 2.4081480756387226"
7,Platanus,x hispanica,6,"48.8540987228222, 2.30824441286422"
12,Carpinus,betulus,5,"48.830073268045744, 2.4530724848700394"
11,Amelanchier,x lamarckii,5,"48.86189132305963, 2.3824400721622028"
2,Styphnolobium,japonicum,9,"48.871095307785815, 2.3449298871631568"
12,Pinus,pinea,0,"48.83788916749845, 2.4444516627527695"
15,Corylus,colurna,8,"48.84800833831921, 2.3010916703693716"
19,Gleditsia,triacanthos,5,"48.87543398838437, 2.373401335092665"
16,Aesculus,hippocastanum,5,"48.86203504091199, 2.286903350532737"
20,Platanus,x hispanica,10,"48.86467753138354, 2.402807912535314"
14,Acer,pseudoplatanus,6,"48.83473083901961, 2.332107278365819"
18,Pyrus,communis,5,"48.8938636470281, 2.3638050260302803"
20,Betula,pendula,10,"48.865774470726855, 2.3856722121940277"
20,Corylus,colurna,8,"48.84869812885657, 2.4156769173419814"
20,Tilia,cordata,8,"48.875668646964755, 2.4058729629106383"
15,Tilia,platyphyllos,0,"48.82886744831438, 2.267740740509894"
16,Quercus,robur,4,"48.87213628259173, 2.283015107841269"
20,Acer,platanoides,6,"48.849783060791765, 2.412118023696491"
11,Toona,sinensis,6,"48.856062347422125, 2.3889952115459114"
18,Fraxinus,ornus,6,"48.8944361058655, 2.3442985620257883"
13,Acer,platanoides,8,"48.829749876344316, 2.363239967950348"
7,Ulmus,sp.,5,"48.8533693925427, 2.309685073276214"
16,Quercus,cerris,3,"48.8641192533451, 2.267816949799887"
12,Acer,pseudoplatanus,5,"48.83182168060929, 2.4007487059889474"
12,Tilia,platyphyllos,10,"48.84193132138121, 2.388939304749157"
8,Aesculus,hippocastanum,12,"48.86461415179782, 2.3151668445312676"
17,Platanus,x hispanica,13,"48.883280175993924, 2.296443593904632"
20,Platanus,x hispanica,5,"48.85844357147284, 2.396735819234132"
13,Aesculus,sp.,10,"48.81661959090218, 2.3550474457564725"
20,Platanus,x hispanica,10,"48.87001349372091, 2.409013247222396"
12,Quercus,robur,0,"48.83820082486218, 2.4486729347953577"
12,Platanus,x hispanica,22,"48.842118279945105, 2.463094165590543"
12,Platanus,x hispanica,15,"48.83115222031582, 2.434173450844566"
12,Magnolia,sp.,10,"48.838433645801665, 2.445448234045148"
13,Sorbus,aucuparia,5,"48.82765266534459, 2.3786052279968466"
19,Non spécifié,sp.,4,"48.87958766563903, 2.4087623783564562"
19,Prunus,avium,0,"48.89575040382326, 2.376142709829423"
1,Carpinus,betulus,5,"48.86360361845824, 2.342383462344625"
14,Corylus,avellana,5,"48.821665944035686, 2.340307398590269"
19,Acer,pseudoplatanus,14,"48.88427914461016, 2.3864122350141175"
17,Amelanchier,sp.,2,"48.89912185842037, 2.322451264964989"
13,Platanus,occidentalis,15,"48.830317962593824, 2.3528491279204595"
18,Platanus,x hispanica,18,"48.88449877902154, 2.3297587990724984"
17,Quercus,cerris,5,"48.89191589854558, 2.3111049910641017"
8,Platanus,x hispanica,7,"48.87485414822572, 2.3071971409842726"
17,Platanus,x hispanica,18,"48.88619144749666, 2.294505996523724"
16,Aesculus,hippocastanum,10,"48.85681075458644, 2.2658111489572526"
19,Platanus,x hispanica,18,"48.878519818829176, 2.374731226756645"
17,Platanus,x hispanica,12,"48.88164825133507, 2.315425176663636"
19,Gleditsia,triacanthos f. Inermis,22,"48.87915793431024, 2.3818644944197094"
16,Aesculus,hippocastanum,5,"48.848115118435906, 2.245027022436396"
12,Platanus,x hispanica,6,"48.841062473076306, 2.4090568886990487"
20,Tilia,tomentosa,17,"48.86597343735677, 2.388720063251322"
16,Aesculus,x carnea,5,"48.87231698271805, 2.2776182475824576"
4,Broussonetia,papyrifera,5,"48.857994493767315, 2.349344582240441"
15,Gleditsia,triacanthos,3,"48.85431554413711, 2.288310368453874"
15,Aesculus,hippocastanum,0,"48.84498381382389, 2.2927796460547296"
20,Tilia,cordata,10,"48.863613745004294, 2.3901195410162956"
16,Acer,pseudoplatanus,14,"48.86233139413133, 2.285987504847043"
7,Ulmus,sp.,16,"48.8576297448523, 2.310148659152485"
16,Platanus,x hispanica,15,"48.864413326689295, 2.272772213441155"
12,Fraxinus,excelsior,0,"48.82056752854205, 2.458425889142945"
15,Platanus,x hispanica,15,"48.830585252916975, 2.29360809500256"
7,Platanus,x hispanica,9,"48.85387271615367, 2.3097282355951108"
15,Aesculus,x carnea,7,"48.83755118194934, 2.272283458495475"
1,Platanus,x hispanica,17,"48.8698008333921, 2.3278293968155843"
13,Platanus,occidentalis,15,"48.83039818031547, 2.3514197937850168"
13,Celtis,australis,15,"48.83839815608369, 2.3604824068343557"
13,Ulmus,sp.,15,"48.82571820915388, 2.347630208769344"
19,Platanus,orientalis,25,"48.87638583862548, 2.3782538097407646"
4,Platanus,x hispanica,10,"48.852327419811004, 2.3685260229372536"
7,Styphnolobium,japonicum,15,"48.852946672075106, 2.3008331344571147"
7,Styphnolobium,japonicum,7,"48.85745087284365, 2.297894246133792"
12,Tilia,platyphyllos,17,"48.834409481878836, 2.441404097510555"
18,Liquidambar,styraciflua,9,"48.89683073378623, 2.3361719401948826"
20,Acer,pseudoplatanus,16,"48.85938232328138, 2.396444008467132"
15,Malus,trilobata,7,"48.8308306901372, 2.305058965546065"
16,Taxus,baccata,5,"48.86204763365354, 2.286015212397928"
20,Chamaecyparis,sp.,10,"48.860737834666295, 2.397763549051535"
11,Platanus,x hispanica,5,"48.85408217702024, 2.3865363939241337"
17,Platanus,x hispanica,12,"48.887609277414214, 2.308461121263145"
15,Aesculus,hippocastanum,10,"48.83899919853969, 2.3110905077385464"
16,Aesculus,hippocastanum,6,"48.8611817862389, 2.2680912443111163"
7,Platanus,x hispanica,25,"48.85984094948043, 2.3217219836648275"
17,Platanus,x hispanica,9,"48.879505974262145, 2.2910545063570207"
12,Quercus,rubra,5,"48.84479712895914, 2.377242465780143"
12,Tilia,platyphyllos,8,"48.83421297472313, 2.4454806973731285"
12,Fraxinus,excelsior,0,"48.836433242233134, 2.4471328764028555"
12,Tilia,platyphyllos,7,"48.83260074270442, 2.438517672021889"
12,Pinus,nigra,0,"48.837661827298945, 2.445450322827729"
12,Pinus,nigra,24,"48.8391719382122, 2.44473051653134"
13,Celtis,australis,14,"48.8170445814212, 2.3474577426316103"
12,Acer,platanoides,0,"48.83898343087231, 2.447049796509012"
19,Tilia,henryana,4,"48.88207038822219, 2.389276232991816"
19,Acer,cappadocicum,5,"48.880193451382446, 2.3867137078842364"
14,Prunus,dulcis,4,"48.82486940794809, 2.303520741326771"
14,Styphnolobium,japonicum,10,"48.82751920318956, 2.334148457586621"
16,Pinus,nigra,9,"48.847697977087066, 2.2513940117773252"
19,Platanus,x hispanica,25,"48.8836694379881, 2.3965802794065816"
18,Lagerstroemia,indica,3,"48.889020248342305, 2.339581377404988"
16,Malus,floribunda,4,"48.87324482498824, 2.2857214934130816"
19,Acer,pseudoplatanus,10,"48.88499881515152, 2.368914887829747"
20,Acer,pseudoplatanus,10,"48.8600021861651, 2.4009081960391816"
15,Aesculus,hippocastanum,8,"48.83908549365248, 2.3111833836640123"
20,Ilex,aquifolium,3,"48.8587609838958, 2.3949172969673937"
20,Morus,sp.,5,"48.85942135764057, 2.413891389798603"
4,Aesculus,hippocastanum,10,"48.85389251278534, 2.3476134627769443"
11,Fraxinus,excelsior,10,"48.86753118024196, 2.3729874683414747"
11,Platanus,x hispanica,15,"48.84961804755137, 2.396297647670978"
7,Aesculus,x carnea,8,"48.85391831735098, 2.2977564615607484"
13,Tilia,tomentosa,15,"48.829860388006566, 2.3542459753086664"
18,Platanus,x hispanica,22,"48.88590587939182, 2.3493776659729035"
16,Prunus,domestica,4,"48.87264746311753, 2.287252840229103"
20,Corylus,avellana,2,"48.86138017428189, 2.411497121952923"
16,Cupressus,sempervirens,8,"48.86308140127091, 2.2842875066122192"
15,Populus,alba,0,"48.82877298326197, 2.270089990184017"
18,Aesculus,pavia,14,"48.90051170214741, 2.3600575711937273"
20,Carpinus,betulus,12,"48.8548433545371, 2.4021325975057515"
19,Tilia,sp.,15,"48.892011114910666, 2.3715313315593463"
16,Tilia,x europaea,15,"48.85413057526277, 2.2832327167263404"
12,Malus,sp.,4,"48.83284775705111, 2.4034973405457305"
4,Populus,x canadensis,15,"48.853619294577804, 2.346788095235382"
15,Pyrus,calleryana,8,"48.831931654321615, 2.297267243356091"
12,Ostrya,carpinifolia,5,"48.843981252537596, 2.3719698743995425"
11,Tilia,tomentosa,6,"48.863359909752646, 2.3841670612911527"
18,Tilia,tomentosa,9,"48.884726875645185, 2.330787343637022"
8,Aesculus,hippocastanum,7,"48.86527361755263, 2.3191748038264612"
12,Aesculus,hippocastanum,22,"48.837754963030626, 2.4685953808817676"
15,Populus,nigra,18,"48.839614077344386, 2.2809643617789708"
12,Prunus,padus,5,"48.83366027461118, 2.396106874885667"
12,Quercus,petraea,3,"48.840532295521584, 2.41018669122926"
17,Pyrus,communis,2,"48.88050710308407, 2.2901731481133796"
13,Fraxinus,excelsior,7,"48.83897580506627, 2.370442816119399"
8,Ligustrum,japonicum,8,"48.874300438711906, 2.315782392544528"
13,Platanus,occidentalis,12,"48.83216343928683, 2.360295188863352"
15,Juglans,nigra,1,"48.82828103775872, 2.2701809558158397"
4,Platanus,x hispanica,5,"48.852750335304094, 2.359172461128146"
14,Taxus,baccata,10,"48.8374558251949, 2.326573331279856"
14,Pterocarya,fraxinifolia,5,"48.841540348748204, 2.3240053819766935"
11,Betula,pendula,15,"48.86289629511759, 2.3798338326302386"
19,Fraxinus,excelsior,25,"48.878243915438276, 2.37912063819144"
15,Platanus,x hispanica,18,"48.838783648620655, 2.3052569771249574"
18,Ostrya,carpinifolia,8,"48.892711313737394, 2.3434288300251"
10,Ligustrum,lucidum,7,"48.87573993316768, 2.3612379697380397"
18,Cercis,canadensis,6,"48.900067761721104, 2.331252028090385"
15,Alangium,platanifolium,2,"48.83044986200906, 2.271547690855351"
16,Platanus,x hispanica,22,"48.87209721445871, 2.2964126769155806"
15,Aesculus,x carnea,7,"48.84090758836681, 2.3145900439843174"
11,Tilia,tomentosa,15,"48.865432287354444, 2.3740794439527626"
7,Platanus,x hispanica,12,"48.857374451153426, 2.3152969371520324"
16,Aesculus,hippocastanum,22,"48.85785348693839, 2.267170813189202"
13,Platanus,occidentalis,15,"48.82637012536463, 2.383371542013527"
19,Tilia,platyphyllos,16,"48.88095183471956, 2.3809091452319433"
18,Crataegus,laevigata,6,"48.88323266229202, 2.3384355605720097"
19,Malus,domestica,1,"48.88698722983654, 2.3883490475210207"
13,Tilia,sp.,6,"48.81899486118983, 2.370525771406388"
15,Pyrus,calleryana,11,"48.83368349676075, 2.2710097043118838"
5,Platanus,x hispanica,15,"48.84316011765447, 2.3516525546214795"
20,Tilia,cordata,15,"48.8525245947678, 2.409321265347554"
17,Platanus,x hispanica,15,"48.889615771212334, 2.3220094469241337"
19,Pinus,nigra subsp. nigra,0,"48.87885221354506, 2.4084363549651293"
19,Betula,pendula,0,"48.895799640090424, 2.376955742952201"
16,Tilia,x europaea,10,"48.87308700327331, 2.293211449128856"
17,Pinus,sylvestris,5,"48.89304738827596, 2.312065856758241"
15,Aesculus,hippocastanum,8,"48.842783629431324, 2.312356511490198"
7,Platanus,x hispanica,15,"48.85466342774281, 2.314971055212078"
20,Acer,platanoides,10,"48.84984889969129, 2.4121044970156995"
20,Cornus,mas,2,"48.86155355245074, 2.4116045525532823"
1,Magnolia,x soulangeana,5,"48.86267742612722, 2.343659828555612"
12,Ostrya,carpinifolia,5,"48.834256658691515, 2.3976452976831504"
4,Platanus,x hispanica,5,"48.85294523466824, 2.3586303803089406"
12,Tilia,cordata,10,"48.82777137405048, 2.4534251182164857"
11,x Chitalpa,tashkentensis,1,"48.860496728206336, 2.3741126758417304"
14,Gleditsia,triacanthos,12,"48.83659575714866, 2.3166092516711823"
13,Fraxinus,ornus,5,"48.83213321138385, 2.377323874079742"
13,Tilia,platyphyllos,7,"48.8229823549907, 2.3485953873303944"
20,Aesculus,hippocastanum,10,"48.860649485765705, 2.390560421794941"
15,Fagus,sylvatica,0,"48.84332616443065, 2.2742694902767293"
20,Aesculus,hippocastanum,8,"48.860458019749686, 2.3953740539327883"
18,Ilex,aquifolium,5,"48.88709026485505, 2.3297829580259535"
14,Carpinus,betulus,5,"48.818609629858614, 2.3312711873967773"
15,Tilia,tomentosa,10,"48.83436956203864, 2.3066072325459586"
10,Liquidambar,styraciflua,5,"48.8719953522248, 2.3643613658243443"
18,Magnolia,grandiflora,3,"48.89488513397726, 2.3352232846058842"
12,Platanus,x hispanica,15,"48.84695518235913, 2.3762299555063424"
17,Taxus,baccata,7,"48.88777875508242, 2.2927338464254445"
15,Parrotia,persica,5,"48.8346898416523, 2.284163205804776"
13,Ulmus,sp.,5,"48.819143924092835, 2.365777645744946"
10,Cercis,siliquastrum,8,"48.874871223233484, 2.361449714013155"
9,Celtis,australis,8,"48.876649696300674, 2.341576877672049"
3,Quercus,ilex,5,"48.85908095945872, 2.3622397806777053"
14,Platanus,x hispanica,12,"48.833566147054135, 2.33651099455174"
13,Acer,platanoides,0,"48.82751424146517, 2.3598747320685596"
18,Alnus,glutinosa,10,"48.892390748098904, 2.3383073273670765"
17,Fraxinus,angustifolia,7,"48.891392479582755, 2.3148869553624922"
16,Pinus,nigra,4,"48.872247878762636, 2.2826395486157827"
20,Aesculus,hippocastanum,8,"48.86031214578782, 2.3907274399313363"
12,Malus,pumila,5,"48.841846133792075, 2.387457517497015"
18,x Cupressocyparis,leylandii,8,"48.88880885483449, 2.3308142610783653"
11,Platanus,x hispanica,10,"48.85990834799228, 2.3767546679925653"
17,Tilia,tomentosa,7,"48.88005411416529, 2.2851252007659153"
12,Platanus,x hispanica,5,"48.8475276740592, 2.374651525438629"
19,Aesculus,hippocastanum,7,"48.88028143523392, 2.407131491447592"
12,Pinus,nigra,0,"48.83684813263401, 2.448296495936835"
18,Platanus,x hispanica,5,"48.88698388326596, 2.3494043542425542"
13,Celtis,australis,18,"48.82883825904151, 2.3616291331804975"
1,Non spécifié,sp.,5,"48.86209946966815, 2.3446627156913573"
12,Platanus,x hispanica,10,"48.84275159385786, 2.3716332275364076"
15,Pinus,pinea,0,"48.83940821347114, 2.3180565519676906"
15,Fagus,sylvatica,0,"48.84170968717551, 2.2746500740112783"
7,Aesculus,hippocastanum,25,"48.85733026391761, 2.314308505329507"
17,Cercidiphyllum,japonicum,6,"48.89157052444811, 2.304558569181546"
12,Fraxinus,angustifolia,5,"48.83381068160156, 2.3958218918873997"
16,Platanus,x hispanica,20,"48.858547280536534, 2.2890942794928075"
13,Ailanthus,altissima,8,"48.816589996620884, 2.3570924954493924"
11,Toona,sinensis,10,"48.8650686268815, 2.368094878604449"
17,Tilia,x europaea,5,"48.892121563041755, 2.3130487125292216"
5,Platanus,x hispanica,13,"48.84696748852098, 2.3606354874235156"
19,Malus,domestica,1,"48.88697939987905, 2.3883040685025025"
15,Fraxinus,sp.,3,"48.84233114862667, 2.2976447599173104"
16,Acer,pseudoplatanus,11,"48.84455695137136, 2.2699251695292846"
3,Morus,alba,4,"48.86527326260522, 2.3542604435131644"
14,Acer,pseudoplatanus,10,"48.83704699960107, 2.3313194784976257"
18,Acer,campestre,8,"48.90127666434475, 2.3480781352484397"
17,Platanus,x hispanica,12,"48.882213344146756, 2.296144499364282"
14,Pterocarya,fraxinifolia,5,"48.841255887169005, 2.324040367522252"
17,Acer,platanoides,10,"48.883907129015356, 2.322700670181318"
5,Platanus,x hispanica,18,"48.8481459502974, 2.341460142032947"
10,Carpinus,betulus,10,"48.88292365366642, 2.3672849731984353"
7,Prunus,maackii,6,"48.85811050555528, 2.2914903607162502"
13,Platanus,occidentalis,15,"48.82948920795875, 2.348468925882577"
15,Tilia,platyphyllos,0,"48.83024471628675, 2.2676848262107825"
19,Robinia,pseudoacacia,16,"48.89370165844221, 2.3752077119428208"
16,Platanus,x hispanica,20,"48.852857937802774, 2.2616264339284795"
19,Platanus,x hispanica,15,"48.884911981107095, 2.3780127159392364"
14,Styphnolobium,japonicum,16,"48.83100652213672, 2.3133239137379964"
15,Platanus,x hispanica,15,"48.845270900046344, 2.3193982660774486"
11,Tilia,tomentosa,15,"48.84953149846439, 2.397742782956993"
15,Corylus,colurna,0,"48.84157634102303, 2.276568516960386"
15,Melia,azedarach,6,"48.839678304635946, 2.2931260455470133"
20,Aesculus,x carnea,5,"48.86729827533083, 2.410371037077804"
20,Thuja,sp.,10,"48.86080095125289, 2.3975433667499972"
11,Platanus,x hispanica,15,"48.85942848079682, 2.372168980304843"
6,Aesculus,hippocastanum,12,"48.84189286568199, 2.33734763026195"
19,Styphnolobium,japonicum,10,"48.87541322738382, 2.3931893134658497"
12,Pyrus,calleryana,10,"48.84057082981097, 2.4024661248386057"
13,Platanus,occidentalis,25,"48.82192080204943, 2.3706861764952163"
8,Aesculus,hippocastanum,14,"48.870594052286194, 2.3157905501163913"
14,Pinus,sylvestris,7,"48.826483069204606, 2.3376678647582656"
8,Aesculus,sp.,12,"48.86879469264007, 2.3009943042495133"
20,Quercus,robur,5,"48.86390741757292, 2.393312095717323"
12,Fraxinus,excelsior,15,"48.83739563169699, 2.4495185324190367"
17,Paulownia,tomentosa,6,"48.87885176443548, 2.2857485614151294"
12,Pyrus,communis,2,"48.8369762840214, 2.408595129711566"
5,Eriolobus,trilobata,6,"48.83999089905384, 2.35651782627824"
4,Pyrus,calleryana,10,"48.85381940054633, 2.3627050617808014"
17,Aesculus,x carnea,6,"48.87794979807736, 2.2879792456348897"
12,Styphnolobium,japonicum,8,"48.82746343865877, 2.4483732512634466"
16,Platanus,x hispanica,20,"48.86106523885135, 2.2921959665706573"
7,Catalpa,bignonioides,11,"48.851396246621164, 2.3142179179555735"
14,Platanus,x hispanica,15,"48.822221957299334, 2.3294295462715793"
20,Tilia,tomentosa,10,"48.86388298505894, 2.3916500627253368"
12,Pinus,nigra,14,"48.83059739627165, 2.4070792872100997"
14,Styphnolobium,japonicum,5,"48.82361520864965, 2.3311839688877747"
13,Liriodendron,tulipifera,6,"48.824168476072785, 2.3758089611775532"
15,Tilia,platyphyllos,0,"48.83094093278468, 2.2719452043488815"
11,Platanus,x hispanica,10,"48.86175702294557, 2.3726723667017455"
4,Tilia,x europaea,8,"48.85815933812663, 2.3497821790062776"
8,Aesculus,hippocastanum,14,"48.86618920731435, 2.3048892208053764"
14,Betula,sp.,0,"48.82644266725883, 2.3039551859457488"
12,Styphnolobium,japonicum,6,"48.82705721433142, 2.4530112024606257"
12,Pinus,nigra subsp. laricio,0,"48.82153080342679, 2.455419282914813"
7,Platanus,x hispanica,10,"48.85162928522596, 2.3118237421923777"
14,Malus,trilobata,5,"48.82365050733168, 2.319346071838754"
3,Platanus,x hispanica,11,"48.86905114611862, 2.3550847347257444"
19,Celtis,australis,8,"48.892747067677504, 2.3794343899859176"
12,Prunus,avium,7,"48.83364632095851, 2.4474381228545194"
3,Celtis,australis,15,"48.86223351319393, 2.359295948267752"
12,Aesculus,hippocastanum,5,"48.83429556696133, 2.382665184193357"
16,Aesculus,hippocastanum,16,"48.860084725720746, 2.268301461122137"
9,Prunus,serrulata,2,"48.882472378460086, 2.3469162651688737"
14,Cercis,sp.,3,"48.826848943495705, 2.3044058117426767"
15,Tilia,cordata,10,"48.83750000635876, 2.296350097830673"
16,Pinus,nigra subsp. nigra,11,"48.847272811709395, 2.2554330764497084"
11,Gleditsia,triacanthos f. Inermis,9,"48.86713162453475, 2.3651222095276254"
14,Lagerstroemia,indica,3,"48.827729801155996, 2.307564940862557"
19,Platanus,x hispanica,20,"48.88052608512596, 2.390977016832566"
15,Platanus,x hispanica,10,"48.83238061809235, 2.2787712908554645"
16,Aesculus,hippocastanum,22,"48.859661237116235, 2.268565476795521"
8,Aesculus,x carnea,7,"48.86590332906425, 2.3183200994733304"
14,Betula,utilis,10,"48.82075268407973, 2.3385460321277947"
20,Styphnolobium,japonicum,15,"48.8638095933558, 2.399423950061972"
15,Robinia,pseudoacacia,0,"48.82941269896004, 2.2732442027304005"
13,Tilia,tomentosa,8,"48.82565350322447, 2.360233636716983"
16,Fraxinus,ornus,10,"48.85320903128912, 2.2617316852330505"
12,Acer,platanoides,10,"48.834645082243306, 2.4320360325194557"
7,Platanus,x hispanica,15,"48.855654338264536, 2.315089861921345"
18,Carpinus,betulus,13,"48.89245483214526, 2.339102863984603"
10,Prunus,serrulata,8,"48.87836332304789, 2.351571353961691"
12,Magnolia,grandiflora,10,"48.83960694343143, 2.444668264570965"
14,Aesculus,hippocastanum,15,"48.83464760493651, 2.3362194686633067"
16,Sorbus,intermedia,5,"48.854443199567335, 2.2620039050852605"
12,Quercus,ilex,5,"48.84496649408589, 2.3832099834372586"
15,Taxus,sp.,4,"48.85621055005463, 2.290252938813489"
20,Aesculus,hippocastanum,16,"48.86090449463161, 2.3930986330376496"
10,Tilia,mongolica,5,"48.87639330110654, 2.35304181855227"
18,Tilia,cordata,16,"48.88850920671383, 2.347408624787965"
15,Aesculus,hippocastanum,10,"48.844039909533414, 2.311873565160174"
12,Platanus,x hispanica,18,"48.835416838416805, 2.431682636770909"
18,Magnolia,grandiflora,7,"48.88629691064278, 2.355088071527037"
17,Celtis,australis,5,"48.87826415133592, 2.290300397750039"
15,Cornus,mas,3,"48.85041793539568, 2.2833457319956616"
20,Fraxinus,sp.,10,"48.858878535268545, 2.3980767098227425"
13,Fraxinus,excelsior,6,"48.83907644659812, 2.3708236699250613"
7,Platanus,x hispanica,10,"48.85028726234038, 2.3070892150056777"
10,Platanus,x hispanica,17,"48.86857577646547, 2.3592612329132217"
8,Platanus,x hispanica,17,"48.873907859970004, 2.320356649574911"
17,Populus,nigra,12,"48.89537885781805, 2.3063470793399072"
7,Platanus,x hispanica,17,"48.85289273123752, 2.3147640233897944"
13,Populus,alba,5,"48.819296557954985, 2.352570857278592"
8,Platanus,x hispanica,10,"48.86683616840796, 2.3173519455799614"
18,Gleditsia,triacanthos f. Inermis,12,"48.89053991641875, 2.3548163575542316"
16,Tilia,tomentosa,7,"48.860683741400436, 2.2669487680425333"
12,Celtis,australis,10,"48.847530596935755, 2.3945459568250818"
12,Betula,utilis,10,"48.83309664142129, 2.384315901284316"
12,Pinus,sylvestris,18,"48.83880252633749, 2.443563857561305"
20,Acer,pseudoplatanus,14,"48.86100637832851, 2.3945194807595116"
12,Acer,campestre,6,"48.83161079854335, 2.4523132150976688"
17,Aesculus,hippocastanum,16,"48.898373973475515, 2.317216056777464"
12,Betula,pendula,5,"48.84233028421165, 2.4105784130866836"
18,Tilia,tomentosa,10,"48.88933634529945, 2.3290415398510076"
7,Tilia,sp.,12,"48.85846332932865, 2.296448573594922"
8,Aesculus,x carnea,8,"48.87122258503652, 2.3007738351358302"
9,Platanus,x hispanica,5,"48.88333073220045, 2.3338882796319527"
12,Tilia,tomentosa,5,"48.847003162430106, 2.3669465083643018"
13,Metasequoia,glyptostroboides,4,"48.817445328037614, 2.3574245552022255"
10,Pyrus,communis,6,"48.879492325962154, 2.359365128007482"
20,Malus,trilobata,8,"48.871516565362136, 2.402088607221701"
7,Platanus,x hispanica,14,"48.85455871072496, 2.3051175839812745"
14,Fagus,sylvatica,10,"48.82174097479791, 2.322716804781047"
14,Tilia,cordata,6,"48.8354488923938, 2.3288961983499874"
